comment,labels
"giao hàng nhanh. đủ số lượng.vớ ko bị rách, chất lượng tạm ổn.",2.0
Cuốn sách này sẽ là 1 lĩnh vực khá thú vị. ,2.0
"Nội dung sách không hay
Điểm cộng là tiki giao hàng rất nhanh",1.0
"Sản phẩm ok dễ xài, gọn. Nhưng dịch vụ ship hàng của Tiki tệ vô cùng. Shipper giao hàng cẩu thả, không giao cho đúng người mua, để khách hàng đợi.",1.0
"Tôi mua 2 thùng 2 đợt khác nhau nhg thùng này đóng gói rất ok , thùng kia ko đóng gói,.",1.0
"Minh đặt sản phẩm là loại 1m6, nhưng ko hiểu tại sao shop lại gửi loại 1m4?",0.0
mẫu mã đẹp như hình. chất liệu poly khá nóng tương ứng với giá tiền.,1.0
"cũng tạm được, nói chung hợp lí với giá tiền",1.0
Màu sắc đẹp nhưng đường may rất là sơ sài,1.0
quyển sách này hơi mang hướng độc đoán  và có những suy nghĩ phong kiến như trọng nam kinh nữ .tóm lại là khá thất vọng về sách.,0.0
mình đã có mua bookcare nhưng tiki không bọc sách cho mình.,0.0
Nhưng về thấy nó không dài như hình. Đọc comment cũng thấy có người bị vậy. ,0.0
"
1. Tai nghe nhìn như hình, tốt đúng sp giới thiệu
2. Khó đeo, to so với tai của con gái, đeo ko thoải mái dù lấy nút nhỏ nhất
",1.0
"Tai nghe dùng ổn, kết nối đôi lúc chập chờn nhưng hiếm khi bị nên khá hài lòng về tai nghe.
",1.0
Mùi khá nồng nhưng vì là mùi quế nên rất thư giãn. Sản phẩm bị đổ ra ngoài cần khắc phục lỗi này.,1.0
với giá tiền như vậy thì ngắn và mỏng là hợp lý. tiền nào của nấy. còn mang cho vui thì mua cũng được mỏng và ngắn,1.0
"Sách bị lỗi 3 trang, 2 trang bị thừa ra cả khúc lại còn bị gấp nếp, 1 trang ngắn ngủn so với các trang còn lại gây cảm giác khó chịu cho người đọc",0.0
"Hơi bùn xíu vì vớ siêu nhỏ, ngắn.",0.0
khi mở hộp ra kiểm tra thì đếm số lượng vớ không đủ như thông tin đã đăng trên TiKi. Giao hàng không đủ số lượng,0.0
hi vọng được giao vs sản phẩm đúng hình thì mình sẽ ủng hộ lại vì cũng rẻ nhưng hi vọng đúng với hình ảnh có. Mình nhờ người nhà nhận hộ nên không check được KHÔNG GIỐNG VỚI ẢNH THẬT,0.0
"Vớ mỏng, được cái hộp lịch sự.Bị giao thiếu hàng
Lần mua hàng và nhận hàng này cảm giác cứ như bị lừa ấy
",1.0
Sản phẩm sử dụng được nhưng vẫn phải kết hợp với lột bằng tay.,1.0
"Không thẳng ,chệch choac, mỏng nữa.",0.0
"các bạn đóng gói ko kiểm tra hàng trước khi đóng gói, mở ra thất vọng.",0.0
 hàng thực tế lại không đúng kích thước.,0.0
"Mình nhận được hàng của Tiki sau 1 ngày đặt, giao khá nhanh. Nhưng có lẽ công tác bảo quản sách và lựa sách giao cho khách hàng còn cẩu thả nên sách mình nhận được bị cong cả quyển",1.0
. SÁCH HAY - Giao hàng đúng hẹn - LỖI NHĂN SÁCH,1.0
chất vải ok. nhưng vỏ gối ôm và gối nằm hơi bị chật. phải dùng sức mãi mới vừa.,1.0
Ga có nhiều chỗ bị hỏng Có lẽ do shop bảo quản ko được tốt. ,0.0
 lần 2 mua bị rách.,0.0
vớ mỏng  đẹp tương xứng với giá tiền.,2.0
"1. Màu xắc đẹp, giống hình.
2. Sản phẩm gập lại rất gọn gàng.
 Đẹp, tiện nhưng hơi ọp ep.",1.0
Mới nhận nhưng nhìn giống sách cũ. Không biết có phải sách lậu không nữa. Quá tệ.,0.0
Nội dung thì hay. Tiki giao nhanh. Nhưng chất lượng sách quá tệ đọc được một ngày là đã bị bung. ,1.0
"
Mua được cuốn tập viết xinh xinh mà bị rách gáy thực sự mất hứng quá.",1.0
"Chất lượng giấy tốt.
Tuy nhiên, Set cho người bắt đầu nhưng chỉ có một sách hướng dẫn có chữ để luyện tập. Nội dung hướng dẫn không thực sự quá chi tiết. 90% quyển cần bút chuyên dụng nhưng hoàn toàn không nhắc tới khi giới thiệu về sách.
2 quyển luyện tập sẽ chỉ có dòng kẻ, cảm thấy hơi phí vì là 2 quyển, trong khi có thể 1 quyển có mẫu chữ để viết theo, đa dạng hơn chẳng hạn. Chất lượng tốt nhưng không gợi ý nên đầu tư",2.0
"sản phẩm tốt ok, giao nhanh nhưng thiếu hàng",1.0
Không ngờ nhận về tất lười cho nữ. Kích thước khá ngắn hàng giao không đúng như hình,0.0
"Giao sản phẩm không giống trong hình, ko mua lần 2.",1.0
 Ấn tượng ban đầu khi gội là mùi rất thơm và thư giãn. Nhưng gội xong tóc rất hay bết,1.0
 Xài cũng được nhưng không thật sự tốt vì phải nhờ sự hổ trợ của chanh.,1.0
"Dầu gội hơi loãng,gội cảm thấy không sạch vẫn còn gàu, tóc sau khi gội cảm giác khô dễ bết dính sau 1,5 ngày sau khi gội",0.0
" Chưa biêt sản phẩm sài như thế nào, nhưng mong Tiki xem lại phần đóng gói của mình. Thất vọng về đóng gói của Tiki",0.0
"
Hạnh nhân ngon, ngày sản xuất mới HẠNH NHÂN NGON nhưng trừ 2 sao do nhân viên giao hàng thất trách",1.0
Màu sắc bên ngoài nhợt nhạt hơn so với trong ảnh.,0.0
"Thông tin ghi bìa cứng nhưng sản phẩm là bìa mềm.
 Sản phẩm thiếu chuyên nghiệp - sai thông tin",0.0
"Sách tô nhiều hình tạo hứng thú cho bé, nhược điểm là hình rất nhỏ, đòi hỏi bé phải có tính tỉ mỉ.
",1.0
trên con mắt bị hõm 1 miếng xuống,0.0
"Inox khá mỏng manh, cảm giác không chắc chắn như các sp khác cùng loại.",0.0
thiếu cái gài chống rơi.,0.0
"Sản phẩm dùng ổn âm thanh hay nhưng cách âm không được tốt lắm. 
",1.0
máy nghe nhạc ổn. Nhưng tai nghe và dây sạc có vấn đề,1.0
"Máy tuy nhìn khá đẹp, nhìn y chang cái mp3 mình từng có hồi còn nhỏ nên mới mua, nhưng phần điều chỉnh lắp bị hỏng ",1.0
trong cùng 1 hộp tuy nhiên k hiểu vì sao  có 2 loại chất vải 3 sp chất khá tốt khác với 1 sp còn lại. mong sự phản hồi của shop về sự k hài lòng này.,0.0
"hài lòng, bịch nhỏ quá sp này tự làm đc nên có thể hạ giá rẻ hơn.",1.0
giao hàng nhanh ,2.0
" Sản phẩm tặng kèm ok, sản phẩm chính tầm thường",1.0
Đã nhận hàng nhưng chỉ có 5 đới tất. Còn phần khẩu trang hoạt tính cho bé thì không thấy đâu cả. Không rõ là do shop quên hay làm sao.,0.0
"hình ảnh giới thiệu sản phẩm bộ 5 đôi 5 màu (xám trắng, xám đen, trắng, đen, xanh đen).
khi giao hàng chỉ có 2 màu .
thất vọng ..
Tiki nên kiểm tra hàng trước khi đóng gói giao. tạm",0.0
Quyển Lược sử thời gian trong bộ này bị lỗi sản xuất nên nhìn hơi khó chịu xíu. Lỗi sản xuất,0.0
"Sản phẩm đóng gói kỹ lưỡng, nếu có nhu cầu sẽ ủng hộ tiếp, chất lượng không như mong muốn.",1.0
"Mùi chanh xông lên như bị tanh, mùi xả chỉ hơi thoảng, còn mùi lavender thì rất thơm.",1.0
Đặt 1 đen đỏ 1 xanh trắng giao 2 xanh trắng 😒😒.,0.0
"Loa bị rè đáng kể, sáng mua giá 142k qua chiều hôm sau sập giá xuống còn 2/3, có kiểu như mình mua lầm làm khó chịu.",0.0
 Mong tiki hổ trợ và phản hồi giúp mình màu này Không có tuỳ chọn màu,0.0
"Ngoại hình: Sản phẩm củ hay trừng bày à mình mở hộp phần đáy trầy nhiều
Độ to thì đủ nghe không lớn lắm chấp nhận được. Tạm ổn trong tầm giá",1.0
"cái giắc sạc bị lỏng k sạc được,  muốn gỡ ra để nới lại mà k có dụng cụ,  khi sạc để dùng phải đì mạnh để nó mới bào điện mà dùng thì k thấm.",0.0
 Âm thanh thì trên cả tuyệt vời - trong tầm giá. Pin trâu ! Tiki đóng gói cẩn thận và giao hàng trc 1 ngày - rất ok .Điểm trừ là Phát qua wifi rất yếu,1.0
"Hàng tốt. Shiper không vui vẻ, nói chuyện khó chịu với khách.",1.0
Màu sắc thì đúng nhưng có vẻ chất liệu và kiểu cách không giống hình.. dùng được tạm ổn ,1.0
 sản phẩm chấp nhận dùng tạm thì được.,1.0
mình không hài lòng lắm khi bên trong sách bị lỗi khá nhiều,0.0
"ăn được ok đó , giao hàng nhanh",2.0
"Thơm béo, nhưng nhiều hạt rất nhiều muối. Lớp giấy bạc bị lủng nên không còn giòn,.",1.0
 2 cuốn còn lại mới và chất lượng giấy khá hài lòng. sách bị dính keo bẩn,1.0
"Sản phẩm chất liệu tạm được, nhưng kích thước bé quá.",1.0
Tiki giao hàng nhah. hôm sau đã nhận được. sản phẩm có đường may không đẹp lắm,1.0
sản phảm mỏng manh quá!.,0.0
Gối đẹp và êm nhưng mỏng quá.,1.0
"Mình order màu hồng nhưng lại giao màu vàng, mặc dù Tiki đã xử lý đổi hàng nhưng thời gian nhận hàng đổi quá ",0.0
chất lượng  nhìn có vẻ chắc chắn và tốt. Không có vấn đề gì lớn. Đóng gói thiếu,1.0
"Shop giao nhầm hàng rồi lúc đặt thấy hình trên vỏ có tín hiệu đèn nhưng lúc nhận hàng lại không có, mong có thể đổi lại ạ.",0.0
"Còn dễ làm bám bụi bên trong, cần cải thiện về độ kín.",0.0
" Về chất lượng thì OK.
 Bộ phận Đóng gói hàng hóa cần kiểm tra lại trước khi gửi hàng cho khách",1.0
"Mình thanh toán qua App zalo pay rồi. Không hiểu sao bên tiki nhận thế nào để shop báo shipper thu tiền, gọi tổng đài thì ko giải quyết. ",0.0
Hàng cũng được. thôi đặt màu đen chỉ đỏ khi giao hàng thì màu đen cam.,1.0
Chất lượng cũng. mình đi cả ngày thì thấy cũng hơi khó chịu,1.0
giao hàng ok. nhưng tai nghe hay bị lag,1.0
"hộp in đúng mã VN/A. tuy nhiên: 
- bật chế độ khử ồn thì vẫn nghe được tiếng xe nổ, tiếng người nói ở xa,",1.0
"Đóng gói cẩn thận , giao hành nhanh , chất lượng tai nghe thì ok ",2.0
ổn ,1.0
"điểm cộng:  Ngoại hình đẹp
Điểm trừ: hộp bị lỏng lẻo",1.0
"Âm thanh tốt, đóng gói sơ xài",1.0
" Tai nghe có ưu điểm là kết nối nhanh,không như tiki quảng cáo",1.0
Hộp rất bẩn. ,0.0
Âm thanh thật sự rất chán. Về hình thức thì cũng ổn,1.0
 hàng giao không đúng chất lượng. Tiki cần phải xem lại Giao tai nghe không đúng nhãn hiệu,0.0
Chất lượng tai nghe ổn trong tầm giá. Tuy nhiên nhân viên giao hàng không thân thiện,1.0
"đóng gói đẹp,sản phẩm thấy mới, nghe tốt.",2.0
"Cảm ơn Tiki đã giao hàng nhanh và gói hàng cẩn thận.
Nhưng về chất lượng âm thanh thì làm mình khá thất vọng.
",1.0
"Dùng cũng tạm được, âm thanh hay vừa phải, không tới mức như mọi người khen lắm",1.0
 Tiki giải quyết cho mình trường hợp này. Thắc mắc về bảo hành,1.0
 Nghe nhạc khá chán vì không có bass và nghe âm thanh lâu sẽ đau tai. Khá thất vọng với sản phẩm trong tầm giá này.,0.0
"Hàng chính hãng, âm thanh nghe tốt. 
Cảm ứng tai nghe bên trái không hoạt động",1.0
" 
Lần này khi nhận hàng khá vui vì thời gian giao nhanh trước thời gian
Tuy vậy đóng gói khá tệ, ",1.0
"Tiền nào của đó, âm thanh nghe được, nhưng thiết kế đeo không được thoải mái",1.0
giao hàng lâu tận 6 ngày mới có hàng nhưng âm thanh rất tốt,1.0
"Làm chưa được đẹp lắm,có mùi hôi nhựa khó chịu",1.0
"
Là em muốn đổi đơn hàng ",0.0
"

Chấp nhận với mức giá tiền này.",0.0
" tất cả đều tốt, giao hàng, đóng gói sản phẩm kỹ càng, nhưng chất lượng chất lượng lại không tốt.",1.0
"Tai nghe mẫu mã đẹp, cảm ứng, khi nhận hàng thì đóng gói đẹp. Nhưng nhanh hết pin",1.0
"Giao nhanh, đặt giao hàng tiêu chuẩn - . Mở ra, ấn tượng đầu không tốt lắm, hộp đã có người khui từ trước: bên ngoài vỏ hơi dơ, mút tai ",1.0
"giao hàng nhanh
hàng nghe cũng tạm ổn nhưng tai nghe dài ngắn lên không được thích cho lắm.",1.0
"Hàng cũng khá đẹp, mình thấy bình thường",1.0
"Maẫu mã thì khá tốt, nhưng giao hàng khá chậm",1.0
"
- Sản phẩm giao hàng nhanh, sớm hơn kỳ vọng rất nhiều.
- Hình thức sản phẩm: bề ngoài sản phẩm như mô tả, đầy đủ các phụ kiện đi kèm.Chất lượng khá tệ",1.0
tai nghe chỉ nghe được 1 bên,0.0
Sản phẩm khi mở hộp cảm giác không được mới nguyên  Âm thanh nghe cũng ổn nhưng thỉnh thoảng mất tín hiệu,1.0
"Mình chỉ nghe được một tai nghe, làm sao để hai tai nghe kết nối được với nhậu vậy.",1.0
650K cho cặp tai nghe này là cũng tạm ổn Giao Hàng Rất Nhanh,2.0
"Trông rất xấu
Ko biết có phải của apple ko nữa.",0.0
"sạc pin khá nhanh, giao hàng nhanh, nghe rõ
tuy nhiên,pin hết rất nhanh",1.0
gaặp khá nhiều sự cố,0.0
tôi không thể dùng được sản phẩm này,0.0
Sản phẩm chỉ được làm giống lại.Sản phẩm bị thiếu linh kiện,0.0
sản phẩm rất bé,0.0
Nội dung không hay,0.0
"Dù thấy đóng gói cẩn thận nhưng sách vẫn có nhiều trang bị nhăn và vết hằn như hình.
",1.0
 GIAO SÁCH KHÔNG ĐÚNG..,0.0
"Sản phẩm phù hợp với giá thành.
Không hài lòng với chất lượng giao hàng của Tiki",1.0
 Nói chung là với mức giá như vậy thì cũng hài lòng ..!!.,2.0
"dùng được, chất lượng không tốt lắm, nhưng đối với giá thành thì hợp lý",1.0
sản phẩm bị lỗi,0.0
"nghe chất lượng âm thanh không được tốt ,hơi đau tai.",0.0
"
- Tai nghe chất lượng cũng được, dây tai phải ngắn hơn dây tai trái
nhưng dễ bị hỏng",1.0
"Hàng rất xấu, không thể chấp nhận được",0.0
Khoông có kết nối được ,0.0
Hàng giao nhanh nhưng không giống mô tả.,1.0
sản phẩm bị lỗi,0.0
"vân chuyển nhanh,nhưng không thể kết nối được",1.0
giao hàng nhanh đúng như mô tả nghe nhạc ấm nhưng sản phẩm bị trầy,1.0
"
Hình thức cũng được
Chất lượng cũng ổn, dùng tạm ổn",1.0
 hai tai nghe không kết nối với nhau.,0.0
 Tai nghe này mình mua về cơ bản đóng gói mẫu mã ok nhưng dùng vài tuần thì bắt đầu xuống cấp,1.0
hộp và tai nghe không giống như mô tả.Không biết có đổi được không.,0.0
hi vọng đừng như cuốn : nghĩ như nhà vô địch.,0.0
nhưng với tầm giá này thì chấp nhận được. Với những ai không yêu cầu quá cao về mặt chất lượng âm thanh thì có thể mua loại này.,1.0
hàng nhận về k giống ảnh? Nhưng mà cũng tạm chấp nhận đc-.-.,1.0
Nghe thì ổn nhưng khi bật mic chơi game thì hơi khó nghe,1.0
giao hàng rất nhanh và đóng gói rất ok.,2.0
Sản phảm tạm được.,1.0
"Núm nhét tai to quá, nghe một lúc là đau tai.",0.0
"driver to quá  k phù hợp vs tai mình, 
nghe sang con này khiếp luôn, 
còn lại thì ok.",1.0
"Mong tiki và nhà phân phối, giúp mình đổi sản phẩm này.
",0.0
"Nhưng với mình thất sự rất khó đọc, sách không hay",0.0
"

Ưu điểm
- Dây chống rối
- Thiết kế đơn giản, có 3 màu sắc để chọn tùy sở thích
nhưng
Sử dụng tầm 3 tháng bị hư 1 bên tai",1.0
"Chất âm nghe tạm, nhưng mau hỏng",1.0
nên kiểm tra trước khi giao cho bên vận chuyển nhé.,0.0
Tai nghe không có điểm gì nổi bật ,0.0
"Ngoài những chuyện đó thì chất lượng âm thanh tốt,nhưng nhanh hỏng",1.0
"thiết kế đẹp,tinh tế sáng đều, không bị lòe lọe.
Kết nối usb có thể là một điểm yếu ",1.0
Tai nghe cũng khá tốt nhưng đeo quá lâu rồi đến lúc tháo ra sẽ có hiện tượng đau tai ,1.0
"
Sách thiết kết với size lạ, gần giống nhưng hình vuông ấy Nội dung ngắn gọn, súc tích",2.0
Mình cảm thấy bình thường,1.0
"pin yếu, nhưng âm thanh ổn",1.0
"Loa này nghe nhạc lofi, guitar hoà tấu, bass... rất tuyệt vời, pin rất trâu.",2.0
sản phẩm kết nối tốt mà như này bất tiện quá.,1.0
